X,year,site,nest,exp,type,laid,hatch,manip,ring,mate_ring,chick1,chick2,chick3,chick4,chick5,chick6,comments,field_sex_focal,field_sex_mate,code,nest.id,year.cr,year.mr,year.code,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,latitude,longitude,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,layingdate,check.estld,first.d.seen,last.d.seen,mol_sex,mol_sex_focal,mol_sex_mate,first.res.bs,last.res.bs,population,captured_focalyear_focal,captured_focalyear_mate,comments_field,comments_stdfile,northing,easting,estimated.hd
38,2006,C,13,U,U,522,616,NA,CA008,CA036,CA167,CA174,CA175,NA,NA,NA,NA,M,F,RX.MX|WX.OX,2006-C-13,2006,2006,2006-RX.MX|WX.OX,NA,NA,26/05/2006,26/05/2006,26/05/2006,26/05/2006,522,520,616,HATCH,23.95683333,-106.91695,3,3,22/05/2006,20/05/2006,16/06/2006,16/06/2006,618,620,NA,0,2,NA,NA,616,620,620,NA,18/06/2006,20/06/2006,NA,NA,NA,16/06/2006,20/06/2006,20/06/2006,NA,16/06/2006,NA,17.5,5.8,17/06/2006,NA,17.6,5.9,17/06/2006,NA,17.5,6.1,17.6,17/06/2006,-0.022653722,17/06/2006,23/05/2006,22/05/2006,1.022653722,26/05/2006,20/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
39,2006,C,15,U,U,515,NA,NA,802109768,CA1526,NA,NA,NA,NA,NA,NA,"female was CA1528, but in captures it is CA1526 and in BirdRef as well (CCI 2016)",M,F,WX.SX|LX.YM,2006-C-15,2006,2006,2006-WX.SX|LX.YM,NA,NA,03/06/2006,03/06/2006,03/06/2006,03/06/2006,515,523,618,UNHATCH,23.96108333,-106.91475,0,2,15/05/2006,23/05/2006,18/06/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/05/2006,NA,03/06/2006,03/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
40,2006,C,16,U,U,521,615,NA,CA114,CA047,CA157,CA163,CA164,NA,NA,NA,NA,M,F,YX.MX|LX.WX,2006-C-16,2006,2006,2006-YX.MX|LX.WX,01/07/2006,01/07/2006,05/06/2006,05/06/2006,05/06/2006,05/06/2006,521,523,615,HATCH,23.96201667,-106.9146,3,3,21/05/2006,23/05/2006,15/06/2006,15/06/2006,615,619,NA,0,5,NA,NA,615,619,619,NA,15/06/2006,19/06/2006,NA,NA,NA,15/06/2006,19/06/2006,19/06/2006,NA,15/06/2006,NA,17.4,5.9,15/06/2006,NA,16.4,5.8,15/06/2006,NA,17,6.1,17.4,15/06/2006,-0.669902913,15/06/2006,21/05/2006,21/05/2006,0.669902913,05/06/2006,01/07/2006,M,M,F,01/07/2006,01/07/2006,Ceuta,NA,NA,NA,NA,NA,NA,NA
41,2006,C,17,U,U,603,NA,NA,CA220,CA219,NA,NA,NA,NA,NA,NA,NA,M,F,RX.MX|RX.BX,2006-C-17,2006,2006,2006-RX.MX|RX.BX,NA,NA,06/05/2006,12/06/2006,06/05/2006,12/06/2006,603,602,622,PRED,23.96238333,-106.9146,NA,3,03/06/2006,02/06/2006,22/06/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/06/2006,NA,06/05/2006,12/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
43,2006,C,19,U,U,607,NA,NA,CA165,CA152,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|RX.YX,2006-C-19,2006,2006,2006-WX.MX|RX.YX,NA,NA,15/06/2006,09/07/2006,15/06/2006,09/07/2006,607,610,620,PRED,23.96015,-106.9168667,NA,3,07/06/2006,10/06/2006,20/06/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/06/2006,NA,15/06/2006,09/07/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
44,2006,C,20,U,U,608,703,NA,CA107,CA137,CA302,CA304,NA,NA,NA,NA,NA,M,F,YX.MX|OX.WX,2006-C-20,2006,2006,2006-YX.MX|OX.WX,NA,NA,27/05/2006,12/06/2006,27/05/2006,12/06/2006,608,611,703,HATCH,23.96118333,-106.9167167,2,3,08/06/2006,11/06/2006,03/07/2006,03/07/2006,703,705,NA,0,3,NA,NA,703,705,705,NA,03/07/2006,05/07/2006,NA,NA,NA,03/07/2006,05/07/2006,05/07/2006,NA,03/07/2006,NA,16.1,6.6,03/07/2006,NA,17,6.3,NA,NA,NA,NA,17,03/07/2006,-1.964401294,03/07/2006,09/06/2006,08/06/2006,1.964401294,27/05/2006,05/07/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
45,2006,C,21,U,U,618,NA,NA,CA231,CA002,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|BX.LX,2006-C-21,2006,2006,2006-WX.MX|BX.LX,NA,NA,23/06/2006,23/06/2006,23/06/2006,23/06/2006,618,614,630,ABAN,23.95975,-106.9153333,NA,3,18/06/2006,14/06/2006,30/06/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/06/2006,NA,23/06/2006,23/06/2006,M,M,NA,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
46,2006,C,22,U,U,620,NA,NA,CA233,CA262,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|BX.GX,2006-C-22,2006,2006,2006-WX.MX|BX.GX,NA,NA,23/06/2006,23/06/2006,23/06/2006,23/06/2006,620,616,710,UNKNOWN,23.95725,-106.91655,NA,3,20/06/2006,16/06/2006,10/07/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/06/2006,NA,23/06/2006,23/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
48,2006,C,24,U,U,621,NA,NA,CA280,CA082,NA,NA,NA,NA,NA,NA,NA,M,F,YX.MX|GX.BX,2006-C-24,2006,2006,2006-YX.MX|GX.BX,NA,NA,02/07/2006,02/07/2006,02/07/2006,02/07/2006,621,622,NA,UNKNOWN,23.95956667,-106.9151833,NA,3,21/06/2006,22/06/2006,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/06/2006,NA,02/07/2006,02/07/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
49,2006,C,25,U,U,619,NA,NA,CA301,CA266,NA,NA,NA,NA,NA,NA,NA,M,F,YX.MX|YX.BX,2006-C-25,2006,2006,2006-YX.MX|YX.BX,NA,NA,02/07/2006,02/07/2006,02/07/2006,02/07/2006,619,622,703,ABAN,23.95953333,-106.9151,NA,3,19/06/2006,22/06/2006,03/07/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/06/2006,NA,02/07/2006,02/07/2006,F,F,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
51,2006,C,27,U,U,615,NA,NA,CA235,802109771,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|BX.RX,2006-C-27,2006,2006,2006-WX.MX|BX.RX,NA,NA,23/06/2006,23/06/2006,23/06/2006,23/06/2006,615,623,NA,UNKNOWN,23.9601,-106.9145167,NA,3,15/06/2006,23/06/2006,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/06/2006,NA,23/06/2006,23/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
52,2006,C,28,U,U,620,NA,NA,CA029,CA1579,NA,NA,NA,NA,NA,NA,NA,M,F,RX.MX|OX.OX,2006-C-28,2006,2006,2006-RX.MX|OX.OX,14/06/2006,14/06/2006,30/05/2006,23/06/2006,30/05/2006,23/06/2006,620,623,NA,UNKNOWN,23.95978333,-106.9163333,NA,3,20/06/2006,23/06/2006,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/06/2006,NA,30/05/2006,23/06/2006,M,M,F,14/06/2006,14/06/2006,Ceuta,NA,NA,NA,NA,NA,NA,NA
53,2006,C,30,U,U,612,707,NA,802109780,CA310,CA313,CA315,CA321,NA,NA,NA,NA,M,F,WX.BX|RX.sM,2006-C-30,2006,2006,2006-WX.BX|RX.sM,NA,NA,03/07/2006,03/07/2006,03/07/2006,03/07/2006,612,623,707,HATCH,23.95935,-106.9176,3,3,12/06/2006,23/06/2006,07/07/2006,07/07/2006,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/07/2006,NA,15.6,5.8,07/07/2006,NA,16.7,6.2,07/07/2006,NA,16.5,6.1,16.7,07/07/2006,-2.935275081,07/07/2006,14/06/2006,12/06/2006,2.935275081,03/07/2006,03/07/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
54,2006,C,31,U,U,613,NA,NA,802109714,CA234,NA,NA,NA,NA,NA,NA,NA,M,F,BX.WX|SX.LM,2006-C-31,2006,2006,2006-BX.WX|SX.LM,NA,NA,07/05/2006,06/07/2006,07/05/2006,06/07/2006,613,623,NA,UNKNOWN,23.95908333,-106.9181,NA,3,13/06/2006,23/06/2006,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/06/2006,NA,07/05/2006,06/07/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
55,2006,C,32,U,U,620,NA,NA,CA030,CA012,NA,NA,NA,NA,NA,NA,NA,M,F,RX.MX|GX.OX,2006-C-32,2006,2006,2006-RX.MX|GX.OX,NA,NA,30/05/2006,04/07/2006,30/05/2006,04/07/2006,620,623,NA,UNKNOWN,23.95838333,-106.9168833,NA,2,20/06/2006,23/06/2006,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/06/2006,NA,30/05/2006,04/07/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
56,2006,C,33,U,U,618,NA,NA,CA253,CA015,NA,NA,NA,NA,NA,NA,NA,M,F,YX.MX|BX.YX,2006-C-33,2006,2006,2006-YX.MX|BX.YX,NA,NA,27/06/2006,27/06/2006,27/06/2006,27/06/2006,618,626,NA,UNKNOWN,23.96041667,-106.9136833,NA,3,18/06/2006,26/06/2006,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/06/2006,NA,27/06/2006,27/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
59,2006,C,37,U,U,701,NA,NA,CA026,NA,NA,NA,NA,NA,NA,NA,NA,M,F,RX.MX|GX.LX,2006-C-37,2006,2006,2006-RX.MX|GX.LX,NA,NA,29/05/2006,09/07/2006,29/05/2006,09/07/2006,701,709,NA,UNKNOWN,23.9601,-106.9157833,NA,3,01/07/2006,09/07/2006,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/07/2006,NA,29/05/2006,09/07/2006,M,M,NA,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
60,2006,C,38,U,U,628,NA,NA,BX.WX|BX.OX,NA,NA,NA,NA,NA,NA,NA,NA,M,F,BX.WX|BX.OX,2006-C-38,2006,NA,2006-BX.WX|BX.OX,NA,NA,NA,NA,NA,NA,628,709,NA,UNKNOWN,23.96031667,-106.9159333,NA,3,28/06/2006,09/07/2006,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/06/2006,NA,NA,NA,NA,NA,NA,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
61,2006,C,39,U,U,704,NA,NA,CA165,CA152,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|RX.YX,2006-C-39,2006,2006,2006-WX.MX|RX.YX,NA,NA,15/06/2006,09/07/2006,15/06/2006,09/07/2006,704,709,NA,UNKNOWN,23.9605,-106.9162,NA,2,04/07/2006,09/07/2006,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/07/2006,NA,15/06/2006,09/07/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
62,2006,C,105,U,U,502,527,NA,802122906,CA219,CA105,CA106,CA111,NA,NA,NA,NA,M,F,YX.MX|YX.WX,2006-C-105,2006,2006,2006-YX.MX|YX.WX,NA,NA,09/05/2006,09/05/2006,09/05/2006,09/05/2006,502,505,527,HATCH,23.9608,-106.9171833,3,3,02/05/2006,05/05/2006,27/05/2006,27/05/2006,530,629,NA,0,14,NA,NA,527,629,629,NA,30/05/2006,29/06/2006,NA,NA,NA,27/05/2006,29/06/2006,29/06/2006,NA,27/05/2006,NA,18.4,6.4,27/05/2006,NA,17.5,6.3,28/05/2006,NA,16.9,5,18.4,27/05/2006,2.566343042,27/05/2006,29/04/2006,02/05/2006,-2.566343042,09/05/2006,29/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
64,2006,C,107,U,U,506,601,NA,YX.BX|BX.RX,RX.WX|RX.GX,CA038,CA041,NA,NA,NA,NA,NA,M,F,YX.BX|BX.RX,2006-C-107,2006,NA,2006-YX.BX|BX.RX,NA,NA,20/05/2006,20/05/2006,20/05/2006,20/05/2006,506,514,601,HATCH,23.96228333,-106.9135,2,3,06/05/2006,14/05/2006,01/06/2006,01/06/2006,604,627,NA,0,10,NA,NA,601,627,627,NA,04/06/2006,27/06/2006,NA,NA,NA,01/06/2006,27/06/2006,27/06/2006,NA,01/06/2006,NA,17.3,6.3,01/06/2006,NA,17.7,6.1,NA,NA,NA,NA,17.7,01/06/2006,0.300970874,01/06/2006,06/05/2006,06/05/2006,0.699029126,20/05/2006,27/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
66,2006,C,110,U,U,513,NA,NA,CA058,CA044,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|LX.RX,2006-C-110,2006,2006,2006-WX.MX|LX.RX,NA,NA,03/06/2006,03/06/2006,03/06/2006,03/06/2006,513,521,607,PRED,23.96126667,-106.9163333,NA,3,13/05/2006,21/05/2006,07/06/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/05/2006,NA,03/06/2006,03/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
67,2006,C,112,U,U,520,614,NA,802109735,CA134,CA145,CA146,CA150,NA,NA,NA,NA,M,F,YX.RX|WX.GM,2006-C-112,2006,2006,2006-YX.RX|WX.GM,NA,NA,07/06/2006,07/06/2006,07/06/2006,07/06/2006,520,524,614,HATCH,23.9601,-106.9134333,3,3,20/05/2006,24/05/2006,14/06/2006,14/06/2006,614,708,NA,0,12,NA,NA,614,708,629,708,14/06/2006,08/07/2006,NA,NA,NA,14/06/2006,08/07/2006,29/06/2006,08/07/2006,14/06/2006,NA,17.1,5.9,14/06/2006,NA,17.6,6,14/06/2006,NA,15.8,5.6,17.6,14/06/2006,-0.022653722,14/06/2006,20/05/2006,20/05/2006,0.022653722,07/06/2006,08/07/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
68,2006,C,113,U,U,605,630,NA,CA166,CA140,CA269,CA275,NA,NA,NA,NA,NA,M,F,WX.MX|RX.WX,2006-C-113,2006,2006,2006-WX.MX|RX.WX,NA,NA,15/06/2006,15/06/2006,15/06/2006,15/06/2006,605,606,630,HATCH,23.95935,-106.9161833,2,3,05/06/2006,06/06/2006,30/06/2006,30/06/2006,630,630,NA,0,1,NA,NA,630,630,630,NA,30/06/2006,30/06/2006,NA,NA,NA,30/06/2006,30/06/2006,30/06/2006,NA,30/06/2006,NA,16.5,5.4,30/06/2006,NA,17.3,5.3,NA,NA,NA,NA,17.3,30/06/2006,-0.993527508,30/06/2006,05/06/2006,05/06/2006,0.993527508,15/06/2006,30/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
69,2006,C,201,U,U,608,NA,NA,CA139,CA014,NA,NA,NA,NA,NA,NA,NA,M,F,YX.MX|OX.YX,2006-C-201,2006,2006,2006-YX.MX|OX.YX,NA,NA,11/06/2006,11/06/2006,11/06/2006,11/06/2006,608,606,710,UNHATCH,23.96646667,-106.9179,0,3,08/06/2006,06/06/2006,10/07/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/06/2006,NA,11/06/2006,11/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
71,2006,C,210,U,U,601,626,NA,CA201,CA151,CA249,CA250,CA251,NA,NA,NA,NA,M,F,WX.MX|YX.WX,2006-C-210,2006,2006,2006-WX.MX|YX.WX,NA,NA,09/06/2006,09/06/2006,09/06/2006,09/06/2006,601,607,626,HATCH,23.96088333,-106.9133,3,3,01/06/2006,07/06/2006,26/06/2006,26/06/2006,626,709,NA,0,7,NA,NA,626,709,709,NA,26/06/2006,09/07/2006,NA,NA,NA,26/06/2006,09/07/2006,09/07/2006,NA,26/06/2006,NA,18,6.1,26/06/2006,NA,18.6,6.2,26/06/2006,NA,17.7,5.9,18.6,26/06/2006,3.213592233,26/06/2006,28/05/2006,01/06/2006,-3.213592233,09/06/2006,09/07/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
72,2006,C,211,U,U,531,625,NA,CA098,CA096,CA246,CA267,NA,NA,NA,NA,NA,M,F,WX.MX|YX.OX,2006-C-211,2006,2006,2006-WX.MX|YX.OX,NA,NA,08/06/2006,08/06/2006,08/06/2006,08/06/2006,531,607,625,HATCH,23.96183333,-106.9143,1,3,31/05/2006,07/06/2006,25/06/2006,25/06/2006,625,701,NA,0,4,NA,NA,625,701,701,NA,25/06/2006,01/07/2006,NA,NA,NA,25/06/2006,01/07/2006,01/07/2006,NA,25/06/2006,NA,17.5,5.9,29/06/2006,NA,19.1,6.6,NA,NA,NA,NA,19.1,29/06/2006,4.83171521,29/06/2006,30/05/2006,31/05/2006,-0.83171521,08/06/2006,01/07/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
73,2006,C,212,U,U,606,NA,NA,CA153,CA158,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|WX.YX,2006-C-212,2006,2006,2006-WX.MX|WX.YX,NA,NA,14/06/2006,14/06/2006,14/06/2006,14/06/2006,606,607,616,PRED,23.96225,-106.915,NA,3,06/06/2006,07/06/2006,16/06/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/06/2006,NA,14/06/2006,14/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
74,2006,C,213,U,U,525,619,NA,CA154,CA135,CA222,CA223,CA224,NA,NA,NA,NA,M,F,WX.MX|RX.LX,2006-C-213,2006,2006,2006-WX.MX|RX.LX,NA,NA,14/06/2006,14/06/2006,14/06/2006,14/06/2006,525,607,619,HATCH,23.95968333,-106.9132833,3,3,25/05/2006,07/06/2006,19/06/2006,19/06/2006,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/06/2006,NA,17.3,5.6,21/06/2006,NA,17.4,5.3,21/06/2006,NA,17.9,5.7,17.9,21/06/2006,0.948220065,21/06/2006,26/05/2006,25/05/2006,1.051779935,14/06/2006,14/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
75,2006,C,214,U,U,530,NA,NA,CA156,CA202,NA,NA,NA,NA,NA,NA,NA,M,F,RX.MX|WX.BX,2006-C-214,2006,2006,2006-RX.MX|WX.BX,NA,NA,09/05/2006,14/06/2006,09/05/2006,14/06/2006,530,607,619,UNKNOWN,23.9608,-106.9152833,NA,3,30/05/2006,07/06/2006,19/06/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30/05/2006,NA,09/05/2006,14/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
76,2006,D,118,U,U,520,614,NA,CA109,CA122,CA160,CA161,CA162,NA,NA,NA,NA,M,F,YX.MX|RX.GX,2006-D-118,2006,2006,2006-YX.MX|RX.GX,NA,NA,27/05/2006,27/05/2006,27/05/2006,27/05/2006,520,526,614,HATCH,23.96551667,-106.9177,3,3,20/05/2006,26/05/2006,14/06/2006,14/06/2006,615,627,NA,0,6,NA,NA,615,627,621,627,15/06/2006,27/06/2006,NA,NA,NA,15/06/2006,27/06/2006,21/06/2006,27/06/2006,15/06/2006,NA,19.4,5.7,15/06/2006,NA,18.2,5.6,15/06/2006,NA,18.6,5.4,19.4,15/06/2006,5.802588997,15/06/2006,15/05/2006,20/05/2006,-4.802588997,27/05/2006,27/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
77,2006,D,114,U,U,511,607,NA,CA079,CA066,CA217,NA,NA,NA,NA,NA,NA,M,F,WX.MX|OX.WX,2006-D-114,2006,2006,2006-WX.MX|OX.WX,NA,NA,05/06/2006,05/06/2006,05/06/2006,05/06/2006,511,524,607,HATCH,23.964,-106.91435,1+,3,11/05/2006,24/05/2006,07/06/2006,07/06/2006,610,613,NA,0,4,NA,NA,610,613,611,613,10/06/2006,13/06/2006,NA,NA,NA,10/06/2006,13/06/2006,11/06/2006,13/06/2006,11/06/2006,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/05/2006,NA,05/06/2006,13/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
78,2006,D,23,U,U,602,627,NA,CA2224,CA198,CA254,CA255,CA256,NA,NA,NA,NA,M,F,WX.BX|LX.YM,2006-D-23,2006,2006,2006-WX.BX|LX.YM,02/07/2006,02/07/2006,20/06/2006,20/06/2006,20/06/2006,20/06/2006,602,613,627,HATCH,23.96638333,-106.9169,3,3,02/06/2006,13/06/2006,27/06/2006,27/06/2006,628,629,NA,0,2,NA,NA,628,629,629,NA,28/06/2006,29/06/2006,NA,NA,NA,28/06/2006,29/06/2006,29/06/2006,NA,28/06/2006,NA,18.1,6.4,28/06/2006,NA,17.5,6.6,28/06/2006,NA,16.9,5.2,18.1,28/06/2006,1.595469256,28/06/2006,01/06/2006,02/06/2006,-0.595469256,20/06/2006,02/07/2006,M,M,F,02/07/2006,02/07/2006,Ceuta,NA,NA,NA,NA,NA,NA,NA
79,2006,D,1,U,U,424,519,NA,802122919,BX.WX|GX.BX,802122932,802122933,802122936,NA,NA,NA,NA,M,F,BX.WX|RX.MX,2006-D-1,2006,2006,2006-BX.WX|RX.MX,NA,NA,11/05/2006,11/05/2006,11/05/2006,11/05/2006,424,503,519,HATCH,23.9637,-106.92185,3,3,24/04/2006,03/05/2006,19/05/2006,19/05/2006,519,618,NA,3,20,520,521,519,618,618,NA,19/05/2006,18/06/2006,NA,20/05/2006,21/05/2006,19/05/2006,18/06/2006,18/06/2006,NA,19/05/2006,NA,16.3,5.8,20/05/2006,NA,16.5,6.1,20/05/2006,NA,16.5,6.2,16.5,20/05/2006,-3.582524272,20/05/2006,28/04/2006,24/04/2006,4.582524272,11/05/2006,18/06/2006,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
81,2006,D,3,U,U,507,NA,NA,CA027,NA,NA,NA,NA,NA,NA,NA,NA,M,F,RX.MX|GX.GX,2006-D-3,2006,2006,2006-RX.MX|GX.GX,NA,NA,29/05/2006,17/06/2006,29/05/2006,17/06/2006,507,512,531,PRED,23.96393333,-106.92095,NA,3,07/05/2006,12/05/2006,31/05/2006,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/05/2006,NA,29/05/2006,17/06/2006,M,M,NA,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
